new,host,a,soa,status_code,ns,txt,cdn,cdn-name,cname,mx,aaaa,caa
[x],bookmarks.staging-airtableblocks.com,"184.73.80.41, 34.192.12.35, 54.173.163.126, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],builder.staging-airtableblocks.com,"34.192.12.35, 52.54.41.182, 184.73.80.41, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],byzance.staging-airtableblocks.com,"34.192.12.35, 52.54.41.182, 54.173.163.126, 184.73.80.41","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],c.staging-airtableblocks.com,"54.173.163.126, 34.192.12.35, 52.54.41.182, 184.73.80.41","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],c81000306.staging-airtableblocks.com,"184.73.80.41, 52.54.41.182, 34.192.12.35, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cae-analytics-prod-rcdn.ci.staging-airtableblocks.com,"54.173.163.126, 184.73.80.41, 34.192.12.35, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1239.awsdns-26.org, ns-1686.awsdns-18.co.uk, ns-465.awsdns-58.com, ns-569.awsdns-07.net",,,,,,,
[x],camfort.staging-airtableblocks.com,"52.54.41.182, 34.192.12.35, 184.73.80.41, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],careers.staging-airtableblocks.com,"54.173.163.126, 52.54.41.182, 34.192.12.35, 184.73.80.41","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],catholiccharitiesbocce.staging-airtableblocks.com,"184.73.80.41, 34.192.12.35, 54.173.163.126, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1239.awsdns-26.org, ns-1686.awsdns-18.co.uk, ns-465.awsdns-58.com, ns-569.awsdns-07.net",,,,,,,
[x],cdq-api.staging-airtableblocks.com,"34.192.12.35, 184.73.80.41, 54.173.163.126, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cert.staging-airtableblocks.com,"54.173.163.126, 34.192.12.35, 184.73.80.41, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],certificate.staging-airtableblocks.com,"184.73.80.41, 54.173.163.126, 34.192.12.35, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],check.staging-airtableblocks.com,"52.54.41.182, 54.173.163.126, 184.73.80.41, 34.192.12.35","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cidersofnewyorkbuffaloks-vendingtransactions-mq2-okta.staging-airtableblocks.com,"52.54.41.182, 54.173.163.126, 184.73.80.41, 34.192.12.35","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cim-api-dev.staging-airtableblocks.com,"54.173.163.126, 34.192.12.35, 184.73.80.41, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cim-api-qa.staging-airtableblocks.com,"34.192.12.35, 54.173.163.126, 184.73.80.41, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cim-api-uat.staging-airtableblocks.com,"54.173.163.126, 184.73.80.41, 52.54.41.182, 34.192.12.35","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cim-api.staging-airtableblocks.com,"184.73.80.41, 54.173.163.126, 34.192.12.35, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cim-data-quality-qa.staging-airtableblocks.com,"34.192.12.35, 184.73.80.41, 54.173.163.126, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cim-dev.staging-airtableblocks.com,"34.192.12.35, 184.73.80.41, 54.173.163.126, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cim-geo-dev.staging-airtableblocks.com,"54.173.163.126, 184.73.80.41, 34.192.12.35, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],citrix.staging-airtableblocks.com,"54.173.163.126, 184.73.80.41, 34.192.12.35, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],clever.staging-airtableblocks.com,"52.54.41.182, 184.73.80.41, 34.192.12.35, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],click.staging-airtableblocks.com,"54.173.163.126, 52.54.41.182, 184.73.80.41, 34.192.12.35","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cloud.staging-airtableblocks.com,"184.73.80.41, 54.173.163.126, 34.192.12.35, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cltl.staging-airtableblocks.com,"52.54.41.182, 54.173.163.126, 184.73.80.41, 34.192.12.35","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cname.staging-airtableblocks.com,"34.192.12.35, 54.173.163.126, 184.73.80.41, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],code.staging-airtableblocks.com,"34.192.12.35, 52.54.41.182, 54.173.163.126, 184.73.80.41","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],codegeneratorhelpers.staging-airtableblocks.com,"184.73.80.41, 54.173.163.126, 34.192.12.35, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],coinbasebot.staging-airtableblocks.com,"184.73.80.41, 54.173.163.126, 34.192.12.35, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],coinbasetickertests.staging-airtableblocks.com,"34.192.12.35, 52.54.41.182, 54.173.163.126, 184.73.80.41","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],collab.staging-airtableblocks.com,"34.192.12.35, 52.54.41.182, 184.73.80.41, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1239.awsdns-26.org, ns-1686.awsdns-18.co.uk, ns-465.awsdns-58.com, ns-569.awsdns-07.net",,,,,,,
[x],community.airtable.com,"13.224.132.60, 13.224.132.71, 13.224.132.30, 13.224.132.8","ns-701.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1302.awsdns-34.org, ns-1759.awsdns-27.co.uk, ns-311.awsdns-38.com, ns-701.awsdns-23.net",,True,cloudfront,"idgpi83864.lithium.com, d3lf80vn5f5vin.cloudfront.net",,,
[x],community.staging.airtable.com,"18.66.112.129, 18.66.112.95, 18.66.112.48, 18.66.112.91","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-137.awsdns-17.com, ns-1405.awsdns-47.org, ns-1718.awsdns-22.co.uk, ns-731.awsdns-27.net",,True,cloudfront,"idgpi83864.stage.lithium.com, dh14ynmgz9k7e.cloudfront.net",,,
[x],compaq.staging-airtableblocks.com,"34.192.12.35, 54.173.163.126, 52.54.41.182, 184.73.80.41","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],conferencing.staging-airtableblocks.com,"184.73.80.41, 54.173.163.126, 52.54.41.182, 34.192.12.35","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1239.awsdns-26.org, ns-1686.awsdns-18.co.uk, ns-465.awsdns-58.com, ns-569.awsdns-07.net",,,,,,,
[x],console.staging-airtableblocks.com,"184.73.80.41, 34.192.12.35, 52.54.41.182, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],consul.staging-airtableblocks.com,"184.73.80.41, 34.192.12.35, 54.173.163.126, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cordova-plugin-acuanthybridsdk.staging-airtableblocks.com,"34.192.12.35, 52.54.41.182, 54.173.163.126, 184.73.80.41","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],coredatacloudminimaltests.staging-airtableblocks.com,"34.192.12.35, 54.173.163.126, 52.54.41.182, 184.73.80.41","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cp.staging-airtableblocks.com,,"ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cpanel.staging-airtableblocks.com,"34.192.12.35, 52.54.41.182, 184.73.80.41, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],crm.staging-airtableblocks.com,"52.54.41.182, 34.192.12.35, 54.173.163.126, 184.73.80.41","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust117.staging-airtableblocks.com,"34.192.12.35, 52.54.41.182, 184.73.80.41, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust32.staging-airtableblocks.com,"34.192.12.35, 52.54.41.182, 54.173.163.126, 184.73.80.41","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust33.staging-airtableblocks.com,"34.192.12.35, 184.73.80.41, 52.54.41.182, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust38.staging-airtableblocks.com,"52.54.41.182, 34.192.12.35, 184.73.80.41, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust52.staging-airtableblocks.com,"34.192.12.35, 52.54.41.182, 54.173.163.126, 184.73.80.41","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust7.staging-airtableblocks.com,"184.73.80.41, 54.173.163.126, 52.54.41.182, 34.192.12.35","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust90.staging-airtableblocks.com,"54.173.163.126, 52.54.41.182, 34.192.12.35, 184.73.80.41","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cust97.staging-airtableblocks.com,"54.173.163.126, 52.54.41.182, 184.73.80.41, 34.192.12.35","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1239.awsdns-26.org, ns-1686.awsdns-18.co.uk, ns-465.awsdns-58.com, ns-569.awsdns-07.net",,,,,,,
[x],cveapi.staging-airtableblocks.com,"54.173.163.126, 184.73.80.41, 34.192.12.35, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],danieapp.staging-airtableblocks.com,"184.73.80.41, 54.173.163.126, 34.192.12.35, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],danmarkapotek.staging-airtableblocks.com,"184.73.80.41, 52.54.41.182, 34.192.12.35, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],database01.staging-airtableblocks.com,"184.73.80.41, 52.54.41.182, 54.173.163.126, 34.192.12.35","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dav.staging-airtableblocks.com,"52.54.41.182, 54.173.163.126, 34.192.12.35, 184.73.80.41","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1239.awsdns-26.org, ns-1686.awsdns-18.co.uk, ns-465.awsdns-58.com, ns-569.awsdns-07.net",,,,,,,
[x],day-33.staging-airtableblocks.com,"52.54.41.182, 34.192.12.35, 184.73.80.41, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],db.staging-airtableblocks.com,"184.73.80.41, 54.173.163.126, 34.192.12.35, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dc.staging-airtableblocks.com,"54.173.163.126, 184.73.80.41, 52.54.41.182, 34.192.12.35","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],de.staging-airtableblocks.com,"54.173.163.126, 184.73.80.41, 52.54.41.182, 34.192.12.35","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1239.awsdns-26.org, ns-1686.awsdns-18.co.uk, ns-465.awsdns-58.com, ns-569.awsdns-07.net",,,,,,,
[x],deletepagesforgood.staging-airtableblocks.com,"54.173.163.126, 184.73.80.41, 34.192.12.35, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],demo.staging-airtableblocks.com,"54.173.163.126, 52.54.41.182, 184.73.80.41, 34.192.12.35","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dev.staging-airtableblocks.com,"184.73.80.41, 34.192.12.35, 52.54.41.182, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dev01.staging-airtableblocks.com,"52.54.41.182, 34.192.12.35, 184.73.80.41, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],development.staging-airtableblocks.com,"54.173.163.126, 34.192.12.35, 184.73.80.41, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],directory.staging-airtableblocks.com,"184.73.80.41, 52.54.41.182, 34.192.12.35, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],disclosures.staging-airtableblocks.com,"34.192.12.35, 184.73.80.41, 52.54.41.182, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1239.awsdns-26.org, ns-1686.awsdns-18.co.uk, ns-465.awsdns-58.com, ns-569.awsdns-07.net",,,,,,,
[x],distributed-preloaded-cache-loader.staging-airtableblocks.com,"54.173.163.126, 52.54.41.182, 34.192.12.35, 184.73.80.41","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],div2lvl2.staging-airtableblocks.com,"34.192.12.35, 54.173.163.126, 52.54.41.182, 184.73.80.41","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dl.airtable.com,"18.165.227.115, 18.165.227.2, 18.165.227.118, 18.165.227.31","ns-167.awsdns-20.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1084.awsdns-07.org, ns-167.awsdns-20.com, ns-1796.awsdns-32.co.uk, ns-979.awsdns-58.net, ns-1069.awsdns-05.org, ns-1899.awsdns-45.co.uk, ns-447.awsdns-55.com, ns-685.awsdns-21.net",,True,cloudfront,d6s0w22nn2lig.cloudfront.net,,,
[x],dl.staging.airtable.com,"18.173.233.9, 18.173.233.103, 18.173.233.104, 18.173.233.52","ns-328.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1225.awsdns-25.org, ns-1889.awsdns-44.co.uk, ns-328.awsdns-41.com, ns-921.awsdns-51.net",,True,cloudfront,du1hlo000nbe6.cloudfront.net,,,
[x],dl3.airtable.com,"18.65.39.80, 18.65.39.106, 18.65.39.35, 18.65.39.30","ns-1899.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,
[x],dl3.staging.airtable.com,"13.224.132.78, 13.224.132.17, 13.224.132.12, 13.224.132.43","ns-1930.awsdns-49.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1174.awsdns-18.org, ns-171.awsdns-21.com, ns-1930.awsdns-49.co.uk, ns-662.awsdns-18.net",,True,cloudfront,,,,
[x],dnm.staging-airtableblocks.com,"54.173.163.126, 184.73.80.41, 52.54.41.182, 34.192.12.35","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dns.staging-airtableblocks.com,"34.192.12.35, 54.173.163.126, 184.73.80.41, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dns1.staging-airtableblocks.com,"52.54.41.182, 34.192.12.35, 54.173.163.126, 184.73.80.41","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dns2.staging-airtableblocks.com,"54.173.163.126, 184.73.80.41, 34.192.12.35, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],docker.staging-airtableblocks.com,"184.73.80.41, 34.192.12.35, 52.54.41.182, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dotnet-documentation-api.staging-airtableblocks.com,"52.54.41.182, 184.73.80.41, 34.192.12.35, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dvvdataaccess.staging-airtableblocks.com,"52.54.41.182, 34.192.12.35, 54.173.163.126, 184.73.80.41","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dyn.staging-airtableblocks.com,"52.54.41.182, 184.73.80.41, 54.173.163.126, 34.192.12.35","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],ecuatiidiferentialesicuderivatepartiale.staging-airtableblocks.com,"52.54.41.182, 54.173.163.126, 34.192.12.35, 184.73.80.41","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],eh.staging-airtableblocks.com,"54.173.163.126, 52.54.41.182, 34.192.12.35, 184.73.80.41","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],einspline.staging-airtableblocks.com,"34.192.12.35, 184.73.80.41, 52.54.41.182, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],ekcis.staging-airtableblocks.com,"54.173.163.126, 52.54.41.182, 184.73.80.41, 34.192.12.35","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],elastic.staging-airtableblocks.com,"54.173.163.126, 184.73.80.41, 34.192.12.35, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],email-159-135-229-248.airtable.com,159.135.229.248,"ns-1899.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],email-69-72-44-244.airtable.com,69.72.44.244,"ns-1899.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],email.airtable.com,"104.17.71.206, 104.17.74.206, 104.17.72.206, 104.17.73.206, 104.17.70.206","ns1.marketo.com, ops.localhost",NOERROR,"ns2.mktdns.com, ns1.marketo.com",,True,cloudflare,mkto-ab470014.com,,,
[x],email.staging-airtableblocks.com,"34.192.12.35, 184.73.80.41, 52.54.41.182, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],email.staging.airtable.com,"34.110.180.34, 34.160.13.42, 34.160.157.95","ns-586.awsdns-09.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-133.awsdns-16.com, ns-1482.awsdns-57.org, ns-1614.awsdns-09.co.uk, ns-586.awsdns-09.net",,True,google,mailgun.org,"mxa.mailgun.org, mxb.mailgun.org",,"digicert.com, letsencrypt.org, ;"
[x],engage.airtable.com,"52.36.185.169, 54.191.227.159, 52.26.82.55","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"hubs3.hushly.com, k8s-default-hushlyin-558bc52246-1340458691.us-west-2.elb.amazonaws.com",,,
[x],envelope.airtable.com,192.28.150.116,"ns-1899.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,v=spf1 include:mktomail.com ~all,,,,envelope.airtable.com,,
[x],estadisticas.staging-airtableblocks.com,"54.173.163.126, 34.192.12.35, 52.54.41.182, 184.73.80.41","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1239.awsdns-26.org, ns-1686.awsdns-18.co.uk, ns-465.awsdns-58.com, ns-569.awsdns-07.net",,,,,,,
[x],exchange.staging-airtableblocks.com,"184.73.80.41, 52.54.41.182, 34.192.12.35, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],exchangealert.staging-airtableblocks.com,"54.173.163.126, 184.73.80.41, 34.192.12.35, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],exmeso-jackson.staging-airtableblocks.com,"34.192.12.35, 52.54.41.182, 184.73.80.41, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],extra.staging-airtableblocks.com,"184.73.80.41, 52.54.41.182, 34.192.12.35, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],facebooknewsfeed.staging-airtableblocks.com,"184.73.80.41, 34.192.12.35, 52.54.41.182, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],fccv.staging-airtableblocks.com,"52.54.41.182, 54.173.163.126, 184.73.80.41, 34.192.12.35","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],fd.staging-airtableblocks.com,"54.173.163.126, 52.54.41.182, 34.192.12.35, 184.73.80.41","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],feedback.staging-airtableblocks.com,"184.73.80.41, 34.192.12.35, 52.54.41.182, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],feeds.staging-airtableblocks.com,"52.54.41.182, 184.73.80.41, 34.192.12.35, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1239.awsdns-26.org, ns-1686.awsdns-18.co.uk, ns-465.awsdns-58.com, ns-569.awsdns-07.net",,,,,,,
[x],file.staging-airtableblocks.com,"52.54.41.182, 184.73.80.41, 34.192.12.35, 54.173.163.126","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],filerenamerbase.staging-airtableblocks.com,"184.73.80.41, 54.173.163.126, 34.192.12.35, 52.54.41.182","ns-1239.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
