new,host,a,soa,status_code,ns,cname,mx,txt,caa,has_internal_ips,internal_ips,cdn,cdn-name,aaaa
[x],staging-p2-clickhouse-bulk.apps.bunq.com,"18.193.49.97, 3.66.187.137, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],stagingapi.apps.bunq.com,"18.193.49.97, 3.66.187.137, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],stagingchef-web-cachevpn-downloadsbeta-clients-git.apps.bunq.com,"18.193.49.97, 3.71.253.33, 3.66.187.137","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],static.bunq.com,"18.66.112.87, 18.66.112.128, 18.66.112.71, 18.66.112.43","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,True,cloudfront,
[x],status-assetscdnuser.apps.bunq.com,"3.71.253.33, 3.66.187.137, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],status-jenkinshost-csimgshare.apps.bunq.com,"18.193.49.97, 3.66.187.137, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],status-system-confluencebetav1-confluence-repositoryerpalt.apps.bunq.com,"3.66.187.137, 3.71.253.33, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],status.bunq.com,178.62.68.161,"iris.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,pages-ssl.statuscake.com,,,,,,,,
[x],stepone-termymaltanskie.apps.bunq.com,"3.66.187.137, 3.71.253.33, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],storage.apps.bunq.com,"3.66.187.137, 18.193.49.97, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],svc-devops.bunq.com,"18.195.63.113, 18.193.179.67, 18.185.173.174","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tapi.secure-code.bunq.com,"18.159.65.79, 52.59.78.150, 52.57.178.38","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tard1.apps.bunq.com,"3.71.253.33, 18.193.49.97, 3.66.187.137","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tatatrusts.apps.bunq.com,"3.66.187.137, 18.193.49.97, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1189.awsdns-20.org, ns-1999.awsdns-57.co.uk, ns-63.awsdns-07.com, ns-824.awsdns-39.net",,,,,,,,,
[x],teamdevops-m.apps.bunq.com,,"ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],temp-paws4udogs.apps.bunq.com,"3.71.253.33, 18.193.49.97, 3.66.187.137","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tempvip-linkoceania-exchangedns.apps.bunq.com,"18.193.49.97, 3.66.187.137, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],test13.apps.bunq.com,"3.66.187.137, 3.71.253.33, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],test19.apps.bunq.com,"3.71.253.33, 3.66.187.137, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],test54.apps.bunq.com,"3.66.187.137, 18.193.49.97, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],thissiteisepic.apps.bunq.com,"18.193.49.97, 3.66.187.137, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1189.awsdns-20.org, ns-1999.awsdns-57.co.uk, ns-63.awsdns-07.com, ns-824.awsdns-39.net",,,,,,,,,
[x],thomasgrouprealty.apps.bunq.com,"3.71.253.33, 18.193.49.97, 3.66.187.137","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tinker.bunq.com,"18.66.112.87, 18.66.112.43, 18.66.112.71, 18.66.112.128","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,static.bunq.com,,,,,,True,cloudfront,
[x],tlh.apps.bunq.com,"3.71.253.33, 3.66.187.137, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],together-login.bunq.com,"3.120.54.191, 18.185.205.39, 3.125.112.45","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],together-login.triage.bunq.com,"18.185.253.164, 52.28.235.10, 54.93.154.10","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],together-maintenance.bunq.com,"3.124.152.100, 3.123.247.84, 3.69.66.132","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],together.bunq.com,"3.69.66.132, 3.124.152.100, 3.123.247.84","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor105-165-pdb.apps.bunq.com,"3.71.253.33, 18.193.49.97, 3.66.187.137","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor121-217-pda.apps.bunq.com,"3.66.187.137, 3.71.253.33, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor127-154-pda.apps.bunq.com,,"ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor128-146-pda.apps.bunq.com,"3.71.253.33, 3.66.187.137, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor13-52-pda.apps.bunq.com,"18.193.49.97, 3.66.187.137, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor130-162-gre.apps.bunq.com,"18.193.49.97, 3.71.253.33, 3.66.187.137","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor135-grc.apps.bunq.com,"18.193.49.97, 3.66.187.137, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor147-163-grc.apps.bunq.com,"3.66.187.137, 3.71.253.33, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor148-180-gre.apps.bunq.com,"3.66.187.137, 18.193.49.97, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor15-31-seb.apps.bunq.com,"18.193.49.97, 3.66.187.137, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor157-42-pdc.apps.bunq.com,"18.193.49.97, 3.66.187.137, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor179-240-pdc.apps.bunq.com,"3.71.253.33, 3.66.187.137, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor187-219-pdc.apps.bunq.com,"18.193.49.97, 3.71.253.33, 3.66.187.137","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor213-250-pda.apps.bunq.com,"3.66.187.137, 3.71.253.33, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor251-340-pda.apps.bunq.com,"3.71.253.33, 3.66.187.137, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor253-335-pda.apps.bunq.com,"3.71.253.33, 18.193.49.97, 3.66.187.137","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor26.apps.bunq.com,"3.71.253.33, 3.66.187.137, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor260-334-pdc.apps.bunq.com,"18.193.49.97, 3.66.187.137, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1189.awsdns-20.org, ns-1999.awsdns-57.co.uk, ns-63.awsdns-07.com, ns-824.awsdns-39.net",,,,,,,,,
[x],tor280-351-pdc.apps.bunq.com,"3.66.187.137, 18.193.49.97, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor292-365-pdc.apps.bunq.com,"3.71.253.33, 18.193.49.97, 3.66.187.137","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor329-376-pda.apps.bunq.com,"18.193.49.97, 3.66.187.137, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor34-47-pdd.apps.bunq.com,"3.71.253.33, 18.193.49.97, 3.66.187.137","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor340-427-pda.apps.bunq.com,"18.193.49.97, 3.71.253.33, 3.66.187.137","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor391-465-grc.apps.bunq.com,"3.71.253.33, 3.66.187.137, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor40.apps.bunq.com,"3.71.253.33, 3.66.187.137, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1189.awsdns-20.org, ns-1999.awsdns-57.co.uk, ns-63.awsdns-07.com, ns-824.awsdns-39.net",,,,,,,,,
[x],tor409-472-pdb.apps.bunq.com,"18.193.49.97, 3.66.187.137, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor48-5-pdb.apps.bunq.com,"18.193.49.97, 3.66.187.137, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor52-22-pdb.apps.bunq.com,"3.71.253.33, 3.66.187.137, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor55-98-pdc.apps.bunq.com,"3.66.187.137, 3.71.253.33, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1189.awsdns-20.org, ns-1999.awsdns-57.co.uk, ns-63.awsdns-07.com, ns-824.awsdns-39.net",,,,,,,,,
[x],tor67-83-vzb.apps.bunq.com,"18.193.49.97, 3.71.253.33, 3.66.187.137","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor70-86-grc.apps.bunq.com,"3.66.187.137, 3.71.253.33, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tor99-179-pdc.apps.bunq.com,"18.193.49.97, 3.71.253.33, 3.66.187.137","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tqr.bunq.com,"52.28.235.10, 54.93.154.10, 18.185.253.164","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],troycable.apps.bunq.com,"3.71.253.33, 3.66.187.137, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],twsdk.apps.bunq.com,"3.71.253.33, 3.66.187.137, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tx.bunq.com,"52.57.178.38, 52.59.78.150, 18.159.65.79","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],txbank.blog.bunq.com,"3.66.187.137, 3.71.253.33, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],txbank.bunq.com,"35.157.95.181, 3.127.97.25, 3.64.223.23","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ty.bunq.com,"52.59.78.150, 52.57.178.38, 18.159.65.79","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uhs12ziodtb06-vip.apps.bunq.com,"3.71.253.33, 3.66.187.137, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1189.awsdns-20.org, ns-1999.awsdns-57.co.uk, ns-63.awsdns-07.com, ns-824.awsdns-39.net",,,,,,,,,
[x],uncover-bot-api.apps.bunq.com,"18.193.49.97, 3.71.253.33, 3.66.187.137","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uncover-teams.apps.bunq.com,"3.66.187.137, 18.193.49.97, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uncover-threefifty2pt0.apps.bunq.com,"18.193.49.97, 3.71.253.33, 3.66.187.137","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],update.bunq.com,,"ns-384.awsdns-48.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1800.awsdns-33.co.uk, ns-384.awsdns-48.com, ns-894.awsdns-47.net, ns-1107.awsdns-10.org",eu.sparkpostmail.com,smtp.eu.sparkpostmail.com,"v=spf1 exists:%{i}._spf.sparkpostmail.com ~all, 202203052053464ssc9e0bx6sxfn166dy9hz8920yzqh29g2osq7ipzecjw7a4pj, google-site-verification=Qx_Hf7j4nPAg9U0GwAwXHrYd0VQ7zysFmqBUzgAa4CQ",,,,,,
[x],updateelasticbeanstalk.apps.bunq.com,"3.71.253.33, 3.66.187.137, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],upgrade-eipronpa.apps.bunq.com,"3.71.253.33, 3.66.187.137, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],upgrade-lee-132-159-211-48.apps.bunq.com,"3.66.187.137, 3.71.253.33, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],upgrade-monitor.apps.bunq.com,"18.193.49.97, 3.71.253.33, 3.66.187.137","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploadsocprdfixws.developer.bunq.com,"18.193.49.97, 3.71.253.33, 3.66.187.137","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],us-west-1.apps.bunq.com,"3.71.253.33, 18.193.49.97, 3.66.187.137","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],userspubnew-uat.apps.bunq.com,"3.66.187.137, 18.193.49.97, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],useruploads.apps.bunq.com,"3.66.187.137, 18.193.49.97, 3.71.253.33",,NOERROR,,,,,,,,,,
[x],v2dbmsconnect-dns.apps.bunq.com,"3.66.187.137, 3.71.253.33, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v3-api-web01backup-accept-domain.apps.bunq.com,"3.66.187.137, 3.71.253.33, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v3-wikialpha-customersdb2-corp.developer.bunq.com,,"ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v4alpharemote-sso-miembros.apps.bunq.com,"3.66.187.137, 18.193.49.97, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],va12sa.apps.bunq.com,"3.66.187.137, 3.71.253.33, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],venus.apps.bunq.com,"3.71.253.33, 18.193.49.97, 3.66.187.137","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1189.awsdns-20.org, ns-1999.awsdns-57.co.uk, ns-63.awsdns-07.com, ns-824.awsdns-39.net",,,,,,,,,
[x],video-devenvacceptdockerintra-backups-www-test.apps.bunq.com,"3.66.187.137, 18.193.49.97, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],videov2.apps.bunq.com,,"ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],vipmhsi.apps.bunq.com,"18.193.49.97, 3.71.253.33, 3.66.187.137","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],vnsd66.apps.bunq.com,"18.193.49.97, 3.66.187.137, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],vpn-jenkins-aws.apps.bunq.com,"18.193.49.97, 3.66.187.137, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],vpn-systemassets-sites-mx.apps.bunq.com,"3.71.253.33, 3.66.187.137, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],vpn.nl1.bunq.com,185.40.109.100,"ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1189.awsdns-20.org, ns-1999.awsdns-57.co.uk, ns-63.awsdns-07.com, ns-824.awsdns-39.net",,,,,,,,,
[x],vpn1.bunq.com,185.40.109.100,"ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],vpnpostman-trackjiratunnel-mx.apps.bunq.com,"18.193.49.97, 3.71.253.33, 3.66.187.137","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],vpnredirect-beta-origin.apps.bunq.com,"18.193.49.97, 3.66.187.137, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],vx47.apps.bunq.com,"3.66.187.137, 3.71.253.33, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],vx53.apps.bunq.com,"18.193.49.97, 3.66.187.137, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],web.bunq.com,"3.125.112.45, 3.120.54.191, 18.185.205.39","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],web.triage.bunq.com,"3.71.132.124, 18.197.56.23, 3.125.35.151","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],web.workspaces.bunq.com,"172.18.43.189, 172.18.28.227, 172.18.0.147","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,"172.18.43.189, 172.18.28.227, 172.18.0.147",,,
[x],webmach131-87-88-47.apps.bunq.com,"3.71.253.33, 18.193.49.97, 3.66.187.137","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],webmail5e.apps.bunq.com,,"ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],websystem-archive-intranetpostgresmx.apps.bunq.com,"18.193.49.97, 3.71.253.33, 3.66.187.137","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1189.awsdns-20.org, ns-1999.awsdns-57.co.uk, ns-63.awsdns-07.com, ns-824.awsdns-39.net",,,,,,,,,
[x],widget.bunq.com,"3.120.54.191, 18.185.205.39, 3.125.112.45","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],wiki-serviceoceania-mx.apps.bunq.com,"3.71.253.33, 18.193.49.97, 3.66.187.137","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],wikialpha-node-docs.apps.bunq.com,"3.66.187.137, 18.193.49.97, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],wikilb-140-82-112-9-iad.apps.bunq.com,"3.71.253.33, 3.66.187.137, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],wks60-45.apps.bunq.com,"18.193.49.97, 3.66.187.137, 3.71.253.33","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1189.awsdns-20.org, ns-1999.awsdns-57.co.uk, ns-63.awsdns-07.com, ns-824.awsdns-39.net",,,,,,,,,
[x],www-rmit-vn-sit-etccollege.apps.bunq.com,"3.71.253.33, 3.66.187.137, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],www.api.together-login.bunq.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],www.apps.bunq.com,"3.66.187.137, 3.71.253.33, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],www.imap.bunq.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],www.jobs.bunq.com,35.242.209.60,"ns-803.awsdns-36.net, awsdns-hostmaster.amazon.com",NOERROR,,secure.recruitee.com,,,letsencrypt.org,,,True,google,
[x],www.static.bunq.com,"18.244.146.67, 18.244.146.7, 18.244.146.4, 18.244.146.40","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,True,cloudfront,
[x],www.together.bunq.com,"3.124.152.100, 3.69.66.132, 3.123.247.84","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,together.bunq.com,,google-site-verification=v3wmm3nxME6OdeOElMknRDvINCFiGh9wJBxKbIkazCQ,,,,,,
[x],x.bunq.com,"3.123.138.3, 54.93.142.15, 18.157.105.25","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],xml1.apps.bunq.com,"3.71.253.33, 3.66.187.137, 18.193.49.97","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],xx.bunq.com,"52.58.31.152, 18.196.26.209","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],y.bunq.com,"35.158.19.189, 3.66.200.240, 52.59.77.251","ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],yy.bunq.com,,"ns-824.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
