input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,csp_domains_,webserver,final_url,tls_mismatched,tls_wildcard_certificate
api.consumerfinance.gov,HMDA - Home Mortgage Disclosure Act,200,4747,ffiec.cfpb.gov,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-11T14:23:22Z,2023-07-29T14:23:22Z,"CN=ffiec.cfpb.gov, O=Bureau of Consumer Financial Protection, L=Washington, ST=District of Columbia, C=US",ffiec.cfpb.gov,Bureau of Consumer Financial Protection,www.ffiec.cfpb.gov,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",c4d50faab74abd7fb7ed8255334c781f,cf90f385e896456f0ba5f70fa63b70e92fd515e72c5dd69e065fe43aac9a63ab,ctls,ffiec.cfpb.gov,443,https://api.consumerfinance.gov:443,https,text/html,GET,52.45.47.118,/,293788545,54.144.33.120,HSTS,1,False,https://*.mapbox.com,envoy,https://ffiec.cfpb.gov/data-publication,,
hmdahelp.consumerfinance.gov,,200,1454,hmdahelp.consumerfinance.gov,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-30T20:13:09Z,2023-07-20T20:13:09Z,"CN=hmdahelp.consumerfinance.gov, O=Bureau of Consumer Financial Protection, L=Washington, ST=District of Columbia, C=US",hmdahelp.consumerfinance.gov,Bureau of Consumer Financial Protection,www.hmdahelp.consumerfinance.gov,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",5a03ba53480be5afac758087e258fc84,917f8ed42c53ea6c69fbd176182c6197bd80244457c5d5a2620ed1b86c491cc6,ctls,hmdahelp.consumerfinance.gov,443,https://hmdahelp.consumerfinance.gov:443,https,text/html,GET,52.61.129.132,/,-1689274675,52.61.128.118,Salesforce,23,False,,,,,
https://ffiec.cfpb.gov,HMDA - Home Mortgage Disclosure Act,200,4747,ffiec.cfpb.gov,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-11T14:23:22Z,2023-07-29T14:23:22Z,"CN=ffiec.cfpb.gov, O=Bureau of Consumer Financial Protection, L=Washington, ST=District of Columbia, C=US",ffiec.cfpb.gov,Bureau of Consumer Financial Protection,www.ffiec.cfpb.gov,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",c4d50faab74abd7fb7ed8255334c781f,cf90f385e896456f0ba5f70fa63b70e92fd515e72c5dd69e065fe43aac9a63ab,ctls,ffiec.cfpb.gov,443,https://ffiec.cfpb.gov:443,https,text/html,GET,54.144.33.120,/,1563083721,52.45.47.118,HSTS,1,False,https://ffiec.cfpb.gov,envoy,,,
https://ffiec.cfpb.gov/,HMDA - Home Mortgage Disclosure Act,200,4747,ffiec.cfpb.gov,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-11T14:23:22Z,2023-07-29T14:23:22Z,"CN=ffiec.cfpb.gov, O=Bureau of Consumer Financial Protection, L=Washington, ST=District of Columbia, C=US",ffiec.cfpb.gov,Bureau of Consumer Financial Protection,www.ffiec.cfpb.gov,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",c4d50faab74abd7fb7ed8255334c781f,cf90f385e896456f0ba5f70fa63b70e92fd515e72c5dd69e065fe43aac9a63ab,ctls,ffiec.cfpb.gov,443,https://ffiec.cfpb.gov:443,https,text/html,GET,54.144.33.120,/,1563083721,52.45.47.118,HSTS,1,False,https://s3.amazonaws.com,envoy,,,
https://raw.githubusercontent.com,GitHub: Let’s build from here · GitHub,200,210904,github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,"CN=github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",github.com,"GitHub, Inc.",www.github.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d7f89274a26995baaf99c5aac4ebe7d2,92a37fbd5e21a53a95c716e1144f442f582b94d0fafc673eb6717a4eb51a88a7,ctls,github.com,443,https://raw.githubusercontent.com:443,https,text/html,GET,185.199.110.133,/,1607713408,2606:50c0:8003::154,HSTS,2190,False,github.com/assets-cdn/worker/,GitHub.com,https://github.com/,,
https://s3.amazonaws.com,Cloud Object Storage – Amazon S3 – Amazon Web Services,200,75093,aws.amazon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,CN=aws.amazon.com,aws.amazon.com,,1.aws-lbr.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,142203600fa2c4d1b20831103811f8d6,54108acd24884070f6280ba1133869ead976599d259f036c681587b6a5f081f5,ctls,aws.amazon.com,443,https://s3.amazonaws.com:443,https,text/html,GET,52.217.111.78,/,-1135220624,52.216.208.64,Handlebars,815,False,https://google.com.mx,Server,https://aws.amazon.com/s3/,,
https://tagmanager.google.com,Google Analytics,200,557015,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,ctls,accounts.google.com,443,https://tagmanager.google.com:443,https,text/html,GET,142.250.74.206,/,-1962078596,2a00:1450:4001:831::200e,HTTP/3,46,False,https://www.google-analytics.com,ESF,https://accounts.google.com/v3/signin/identifier?dsh=S-1240560746%3A1683842026401241&continue=https%3A%2F%2Ftagmanager.google.com%2F&followup=https%3A%2F%2Ftagmanager.google.com%2F&ifkv=Af_xneE5QEACfhWMBMUJdk7WEBG6_NkL3yUqtSllHBRuEl6hEhUYgRCorhTsL65aGkgsZRUMgtaIlg&passive=1209600&service=analytics&flowName=GlifWebSignIn&flowEntry=ServiceLogin,,True
https://www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118519,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,ctls,marketingplatform.google.com,443,https://www.google-analytics.com:443,https,text/html,GET,142.250.185.78,/,302920777,2a00:1450:4001:803::200e,HTTP/3,1831,False,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,sffe,https://marketingplatform.google.com/about/analytics/,,True
https://www.googletagmanager.com,Error 400 (Bad Request)!!1,400,1555,www.googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google-analytics.com,*.google-analytics.com,,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,60de21960acc1135956a2968026b647c,3b0044e06b0f98f11a360ad2bd0f640c989df03ba6deeb8b1d3d963d4097fdfb,ctls,www.googletagmanager.com,443,https://www.googletagmanager.com:443,https,text/html,GET,142.250.186.136,/,302920777,2a00:1450:4001:803::2008,HTTP/3,12,False,,Google Tag Manager,,True,True
https://www.youtube.com/,,200,6417,www.youtube.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,ctls,www.youtube.com,443,https://www.youtube.com:443,https,text/html,GET,216.58.212.174,/,1179099333,2a00:1450:4001:831::200e,HTTP/3,1,False,,ESF,https://www.youtube.com/supported_browsers?next_url=https%3A%2F%2Fwww.youtube.com%2F,True,True
sblhelp.consumerfinance.gov,,200,1257,sblhelp.consumerfinance.gov,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-06T19:30:27Z,2023-12-06T19:30:27Z,"CN=sblhelp.consumerfinance.gov, O=Bureau of Consumer Financial Protection, L=Washington, ST=District of Columbia, C=US",sblhelp.consumerfinance.gov,Bureau of Consumer Financial Protection,sblhelp.consumerfinance.gov,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",2513df72efd6c15a02691b3b11da2b03,f12d11f25cea7a74a23c4d80c1fed46743338a97f8b6807b0931d5a20f51d53c,ctls,sblhelp.consumerfinance.gov,443,https://sblhelp.consumerfinance.gov:443,https,text/html,GET,52.61.129.132,/,-1689274675,52.61.130.56,Salesforce,22,False,,,,,
