new,host,a,cname,soa,caa,status_code,txt,aaaa,ns,cdn,cdn-name
[x],lswebext.tech.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],lws.www.api.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],m.secure.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],m88help.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],maatjie.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],mail.dishub.252fblog.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],mail.info-antiviruspre.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],mail.satpolpp.252fblog.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],mail.secure.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],mail1.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],mail2.secure.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],mail2.showmax.com,,,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],mailserver.secure.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],mc.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],media.secure.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],media.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],membros.www.securevaccine.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],merwok.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],ml.secure.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],mobile.clients.ott.showmax.com,"104.97.14.107, 104.97.14.33","mobile.clients.ott.showmax.com.edgesuite.net, a1043.dsct.akamai.net","n0dsct.akamai.net, hostmaster.akamai.com",,NOERROR,,"2a02:26f0:fe00::686e:f0d1, 2a02:26f0:fe00::686e:f0e0",,,
[x],moments.chat.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],mongodb.secure.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],mongodb.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],monica.chat.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],mono85861stories-showmax.o254.mail.info-antiviruspre.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],move-s-jp.web18615za-cptteraco-03-napafrica.cdn.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],mssql.secure.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],mta-sts.secure.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],mta23.secure.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],mta41.secure.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],mvpd.clients.ott.showmax.com,"23.2.13.17, 23.2.13.41","mvpd.clients.ott.showmax.com.edgesuite.net, a613.dscq.akamai.net","n0dscq.akamai.net, hostmaster.akamai.com",,NOERROR,,"2a02:26f0:1700:f::1737:a19d, 2a02:26f0:1700:f::1737:a1a5",,,
[x],mx01.showmax.com,,,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],mx1.secure.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],mx211.api.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],mx229.api.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],mysql.secure.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],mytv-recs.clients.ott.showmax.com,"2.16.238.15, 2.16.238.16","mytv-recs.clients.ott.showmax.com.edgesuite.net, a989.dscq.akamai.net","n0dscq.akamai.net, hostmaster.akamai.com",,NOERROR,,"2a02:26f0:480:9::210:ee0f, 2a02:26f0:480:9::210:ee10",,,
[x],ncov.html5.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],neocovid19.sa.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],neocovidev.sa.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],news.secure.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],nginx-newest1.secure.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],nginx-newest1.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],nodejs-dev.secure.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],nodejs.secure.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],non-prod.secure.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],non-prod.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],now.comcsg-fin-0213.csg.588bocaiwangadhoc.antiviruspre.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],ns.secure.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],ns01.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],ns02.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],ns03.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],ns04.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],ns1.secure.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],ns1.showmax.com,156.154.65.99,,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],ns2covid-19.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],ns4.secure.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],nsantivirus2.showmax.com,,,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],nuernberg.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],o253.mail.email.showmax.com,167.89.103.12,,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],o254.mail.info.showmax.com,167.89.107.232,,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],o771.mail.email.showmax.com,167.89.108.249,,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],office.showmax.com,,,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],okta.secure.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],okta.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],omegmuatvaccines.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],onwww.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],openfire.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],ops.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],orders.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],ott.showmax.com,,,"dns1.ott.showmax.com, hostmaster.ott.showmax.com",,NOERROR,p93bqbf64zfz72xzn8c03yvd2f2ttvvf,,"a18-66.akam.net, a7-64.akam.net, a9-66.akam.net, a1-139.akam.net, a24-66.akam.net, a26-65.akam.net",,
[x],outgoing.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],ovp.ott.showmax.com,"184.86.251.198, 184.86.251.209","ovp.ott.showmax.com.edgesuite.net, a1423.dsct.akamai.net","n0dsct.akamai.net, hostmaster.akamai.com",,NOERROR,,"2a02:26f0:1700:6::17d5:a184, 2a02:26f0:1700:6::17d5:a190",,,
[x],owa.secure.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],owa.showmax.com,,,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],paginas.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],partnercert.showmax.com,,,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],patch.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],pc42.api.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],pcmail.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],personal.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],pi.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],pl-equinix-01-plix.cdn.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],pl-equinix-07-plix.cdn.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],pl-equinix-09-plix.cdn.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],pl-equinix-sw2-showmax.cdn-antivirus1.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],plano.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],pomoc-sitestaginstagilediscovidev.sa.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],pop.secure.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,,,
[x],pop3.secure.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],portal.secure.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],postmaster-contact.www.api.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],pre-prod.secure.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],pre-prod.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],pre.secure.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],pre.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],publish.api.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],publishing-catalog.secure.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],qa-cdn-imagehelp.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],quantu-mirrorschooplacestilityponeocovidev.sa.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],rango.id.int-nft.ott.showmax.com,,"rango.id.int-nft.ott.showmax.com.edgesuite.net, a580.dsct.akamai.net","n0dsct.akamai.net, hostmaster.akamai.com",,NOERROR,,,,,
[x],rango.id.ott.showmax.com,"88.221.132.18, 88.221.132.34","rango.id.ott.showmax.com.edgesuite.net, a92.dsct.akamai.net","n0dsct.akamai.net, hostmaster.akamai.com",,NOERROR,,"2a02:26f0:98::58dd:8412, 2a02:26f0:98::58dd:8422",,,
[x],regency.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],reps.httpswww.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],retail.secure.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],rnd.apantivirus2.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],roofinghelp.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],root.secure.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],s2s.showmax.com,"13.51.59.198, 16.170.49.126",,"ns-1230.awsdns-25.org, awsdns-hostmaster.amazon.com",,NOERROR,,,"ns-1772.awsdns-29.co.uk, ns-934.awsdns-52.net, ns-1230.awsdns-25.org, ns-163.awsdns-20.com",,
[x],sa.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],sam.disco.ott.showmax.com,"104.97.14.26, 104.97.14.57","sam.disco.ott.showmax.com.edgesuite.net, a813.t.akamai.net","n0t.akamai.net, hostmaster.akamai.com",,NOERROR,,,,,
[x],sas.int-nft.ott.showmax.com,"193.108.153.29, 193.108.153.23","sas.int-nft.ott.showmax.com.edgesuite.net, a1922.dsct.akamai.net","n0dsct.akamai.net, hostmaster.akamai.com",,NOERROR,,"2a02:26f0:3500:d::1732:83df, 2a02:26f0:3500:d::1732:83ca",,,
[x],sbe-web10357.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],sdce-virus1.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],sdcevirus1.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],sdk-0-5-6.httpswww.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],searchportal-dev.secure.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],searchportal-qa.secure.showmax.com,"18.168.28.22, 3.11.144.82, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],searchportal.secure.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],secure-shop.static.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],secure.secure.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],secure.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],secureantivirus2.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],securevaccine.showmax.com,"3.11.144.82, 18.168.28.22, 35.176.237.181",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],server.secure.showmax.com,"35.176.237.181, 18.168.28.22, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],servers.secure.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],service-puppetmaster01.showmax.com,,,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],showmax-antiviruspre.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],showmax.covid.showmax.com,"3.11.144.82, 35.176.237.181, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],showmaxvaccine.showmax.com,"18.168.28.22, 35.176.237.181, 3.11.144.82",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
[x],signin.secure.showmax.com,"35.176.237.181, 3.11.144.82, 18.168.28.22",,"brenda.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,v=spf1 ~all,,,,
